"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","poutcome","duration","campaign","pdays","previous","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y","prediction"
"29841",50,"blue-collar","married","basic.4y","no","no","no","cellular","apr","mon","nonexistent",246,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-2.29376602766626
"29842",46,"services","married","high.school","unknown","no","no","cellular","apr","mon","failure",270,2,999,1,-1.8,93.075,-47.1,1.405,5099.1,0,-2.88420394191552
"29843",33,"blue-collar","single","basic.4y","no","yes","no","cellular","apr","mon","nonexistent",108,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-2.90085287143935
"29848",32,"blue-collar","single","basic.6y","no","no","no","cellular","apr","mon","nonexistent",87,4,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-3.01207588103073
"29851",37,"blue-collar","married","professional.course","no","yes","no","cellular","apr","mon","nonexistent",93,4,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-3.00527779963033
"29855",39,"admin.","single","high.school","no","no","no","cellular","apr","mon","nonexistent",121,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-2.59015985391334
"29862",27,"blue-collar","married","basic.9y","unknown","yes","no","cellular","apr","mon","nonexistent",294,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-2.48730866540671
"29863",57,"self-employed","married","basic.4y","no","yes","no","telephone","apr","mon","failure",534,3,999,1,-1.8,93.075,-47.1,1.405,5099.1,0,-2.04796451303999
"29877",33,"technician","single","professional.course","no","no","no","cellular","apr","mon","nonexistent",69,3,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-2.82264617707019
"29880",35,"services","married","basic.9y","no","yes","no","telephone","apr","mon","failure",26,4,999,2,-1.8,93.075,-47.1,1.405,5099.1,0,-4.53562492913783
"29882",43,"technician","divorced","professional.course","unknown","yes","no","telephone","apr","mon","failure",18,5,999,1,-1.8,93.075,-47.1,1.405,5099.1,0,-4.64859523440986
"29883",33,"services","single","high.school","no","no","no","cellular","apr","mon","nonexistent",11,5,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-3.30934559334045
"29885",29,"technician","single","unknown","no","no","no","cellular","apr","mon","nonexistent",415,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-1.0983734629039
"29886",40,"admin.","single","university.degree","no","no","no","cellular","apr","mon","failure",140,4,999,1,-1.8,93.075,-47.1,1.405,5099.1,0,-2.92941891344389
"29897",42,"admin.","divorced","high.school","no","no","no","cellular","apr","mon","failure",190,2,999,1,-1.8,93.075,-47.1,1.405,5099.1,0,-2.80474689701676
"29899",38,"technician","single","professional.course","no","yes","no","cellular","apr","mon","nonexistent",152,5,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-2.50357692782972
"29906",46,"admin.","single","university.degree","no","no","no","cellular","apr","mon","nonexistent",277,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-1.68621716544504
"29910",35,"technician","married","university.degree","no","yes","no","cellular","apr","mon","nonexistent",20,4,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-2.98179465030801
"29912",45,"blue-collar","divorced","basic.4y","no","no","no","telephone","apr","mon","nonexistent",197,4,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-3.21235177290398
"29923",33,"blue-collar","married","basic.9y","no","no","yes","cellular","apr","mon","nonexistent",780,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,0.0842465067422431
"29925",42,"blue-collar","divorced","basic.9y","no","no","no","cellular","apr","mon","nonexistent",20,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-3.35848329768941
"29930",39,"admin.","married","university.degree","no","no","no","cellular","apr","mon","nonexistent",505,3,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-0.731425948898867
"29937",36,"blue-collar","married","basic.9y","no","yes","no","cellular","apr","mon","nonexistent",57,3,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-3.24869698851781
"29938",39,"admin.","single","university.degree","unknown","yes","no","cellular","apr","mon","nonexistent",372,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-1.616025910182
"29940",40,"technician","single","professional.course","no","yes","no","cellular","apr","mon","failure",8,2,999,1,-1.8,93.075,-47.1,1.405,5099.1,0,-3.54969747865416
"29943",38,"blue-collar","married","basic.9y","no","yes","no","cellular","apr","mon","nonexistent",22,4,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-3.45189541333016
"29946",34,"blue-collar","married","basic.9y","no","no","no","cellular","apr","mon","failure",31,4,999,1,-1.8,93.075,-47.1,1.405,5099.1,0,-3.93539873006363
"29964",57,"self-employed","married","basic.4y","no","yes","no","cellular","apr","mon","nonexistent",659,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-0.298170508815723
"29965",36,"admin.","married","university.degree","no","yes","no","telephone","apr","mon","failure",5,3,999,1,-1.8,93.075,-47.1,1.405,5099.1,0,-4.17990344062033
"29971",64,"retired","married","university.degree","no","yes","no","cellular","apr","tue","nonexistent",146,4,999,0,-1.8,93.075,-47.1,1.405,5099.1,1,-1.8785422756924
"29975",64,"retired","married","university.degree","no","yes","yes","cellular","apr","tue","nonexistent",159,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-1.79589170889181
"29989",54,"management","married","university.degree","no","yes","no","cellular","apr","tue","nonexistent",211,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,1,-1.76544518760019
"29990",54,"management","married","university.degree","no","no","no","cellular","apr","tue","nonexistent",243,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,1,-1.62701374347085
"30002",53,"admin.","married","university.degree","no","yes","no","cellular","apr","tue","success",158,2,6,1,-1.8,93.075,-47.1,1.405,5099.1,1,-0.598671312097757
"30007",85,"retired","married","basic.4y","unknown","yes","no","cellular","apr","tue","nonexistent",129,3,999,0,-1.8,93.075,-47.1,1.405,5099.1,1,-2.50255573546951
"30010",31,"technician","single","university.degree","no","no","no","telephone","apr","tue","nonexistent",126,4,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-2.83022992936252
"30022",52,"blue-collar","married","basic.4y","no","yes","no","cellular","apr","wed","nonexistent",315,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,1,-1.60268083783159
"30023",45,"self-employed","single","basic.9y","no","yes","no","cellular","apr","wed","nonexistent",156,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-2.27210332877171
"30027",46,"admin.","married","university.degree","no","yes","no","cellular","apr","wed","nonexistent",164,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-1.94314918462495
"30031",39,"admin.","married","university.degree","no","no","no","cellular","apr","wed","nonexistent",94,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,1,-2.24822099414629
"30040",61,"retired","married","basic.4y","no","yes","no","cellular","apr","wed","failure",245,4,999,1,-1.8,93.075,-47.1,1.405,5099.1,1,-2.10579032665
"30045",30,"student","single","unknown","no","yes","no","cellular","apr","wed","nonexistent",116,4,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-1.99510125666665
"30052",62,"self-employed","married","university.degree","no","yes","yes","telephone","apr","thu","nonexistent",164,4,999,0,-1.8,93.075,-47.1,1.406,5099.1,0,-2.90039328436205
"30055",34,"unknown","married","basic.4y","no","yes","yes","cellular","apr","thu","nonexistent",94,1,999,0,-1.8,93.075,-47.1,1.406,5099.1,0,-2.88066518622935
"30057",52,"blue-collar","married","basic.6y","no","no","no","cellular","apr","thu","nonexistent",247,5,999,0,-1.8,93.075,-47.1,1.406,5099.1,1,-2.11698535563806
"30067",34,"unknown","married","basic.4y","no","yes","yes","cellular","apr","thu","nonexistent",91,4,999,0,-1.8,93.075,-47.1,1.406,5099.1,0,-3.02463978430671
"30071",37,"technician","single","high.school","no","yes","no","telephone","apr","thu","nonexistent",77,2,999,0,-1.8,93.075,-47.1,1.406,5099.1,0,-3.14094155440509
"30072",29,"student","single","high.school","no","no","no","cellular","apr","thu","nonexistent",86,1,999,0,-1.8,93.075,-47.1,1.406,5099.1,0,-2.2047695730104
"30078",36,"admin.","married","high.school","no","no","no","cellular","apr","fri","nonexistent",78,2,999,0,-1.8,93.075,-47.1,1.4,5099.1,0,-2.67090715269186
"30080",80,"blue-collar","married","high.school","no","no","no","cellular","apr","fri","failure",105,6,999,3,-1.8,93.075,-47.1,1.4,5099.1,0,-3.46651915456545
"30089",71,"retired","married","university.degree","no","yes","yes","telephone","apr","mon","nonexistent",89,12,999,0,-1.8,93.075,-47.1,1.392,5099.1,0,-3.39978967104073
"30090",38,"admin.","married","university.degree","no","unknown","unknown","cellular","apr","mon","nonexistent",124,1,999,0,-1.8,93.075,-47.1,1.392,5099.1,1,-2.50249449549002
"30093",28,"unemployed","single","high.school","no","no","no","cellular","apr","mon","nonexistent",97,1,999,0,-1.8,93.075,-47.1,1.392,5099.1,1,-2.64638348735343
"30094",28,"blue-collar","single","basic.9y","no","no","no","cellular","apr","mon","nonexistent",218,1,999,0,-1.8,93.075,-47.1,1.392,5099.1,0,-2.38511151585254
"30095",28,"blue-collar","single","basic.9y","no","no","no","cellular","apr","mon","nonexistent",107,1,999,0,-1.8,93.075,-47.1,1.392,5099.1,0,-2.90247097023396
"30098",27,"management","married","university.degree","no","no","no","cellular","apr","mon","nonexistent",444,1,999,0,-1.8,93.075,-47.1,1.392,5099.1,1,-0.974338881123849
"30100",41,"admin.","married","high.school","no","no","no","cellular","apr","mon","nonexistent",160,1,999,0,-1.8,93.075,-47.1,1.392,5099.1,0,-2.41777910700488
"30103",38,"admin.","divorced","university.degree","no","no","no","cellular","apr","mon","nonexistent",62,1,999,0,-1.8,93.075,-47.1,1.392,5099.1,0,-2.69375913692129
"30105",62,"self-employed","married","university.degree","no","no","no","cellular","apr","mon","nonexistent",66,1,999,0,-1.8,93.075,-47.1,1.392,5099.1,0,-2.77367019008567
"30117",31,"admin.","single","university.degree","no","yes","no","cellular","apr","tue","nonexistent",101,2,999,0,-1.8,93.075,-47.1,1.384,5099.1,0,-2.2876372523812
"30119",33,"admin.","single","high.school","no","yes","no","cellular","apr","wed","nonexistent",507,3,999,0,-1.8,93.075,-47.1,1.372,5099.1,1,-0.528516934900203
"30120",47,"services","married","high.school","no","yes","no","cellular","apr","wed","nonexistent",636,2,999,0,-1.8,93.075,-47.1,1.372,5099.1,1,0.0190697952816734
"30125",55,"services","divorced","professional.course","no","yes","no","telephone","apr","wed","nonexistent",164,23,999,0,-1.8,93.075,-47.1,1.372,5099.1,0,-3.65944861986906
"30126",30,"technician","single","university.degree","no","yes","no","telephone","apr","wed","nonexistent",169,8,999,0,-1.8,93.075,-47.1,1.372,5099.1,0,-2.72636585900516
"30130",24,"technician","single","university.degree","no","yes","no","cellular","apr","thu","nonexistent",192,1,999,0,-1.8,93.075,-47.1,1.365,5099.1,0,-1.81073996529672
"30135",60,"admin.","married","professional.course","no","yes","no","cellular","apr","thu","nonexistent",571,1,999,0,-1.8,93.075,-47.1,1.365,5099.1,1,-0.239687636616779
"30137",58,"retired","married","basic.4y","no","yes","no","cellular","apr","thu","success",185,1,2,1,-1.8,93.075,-47.1,1.365,5099.1,0,-0.419751954376082
"30141",39,"technician","married","professional.course","no","yes","no","cellular","apr","thu","failure",381,1,999,1,-1.8,93.075,-47.1,1.365,5099.1,1,-1.61842598022064
"30145",44,"admin.","married","university.degree","no","no","no","cellular","apr","thu","nonexistent",109,1,999,0,-1.8,93.075,-47.1,1.365,5099.1,0,-2.27812218081495
"30151",46,"admin.","married","high.school","no","no","no","cellular","apr","thu","nonexistent",243,1,999,0,-1.8,93.075,-47.1,1.365,5099.1,0,-1.81571896228265
"30160",51,"services","married","basic.6y","no","no","no","cellular","apr","thu","success",407,1,2,1,-1.8,93.075,-47.1,1.365,5099.1,1,0.331083208019361
"30162",60,"admin.","married","high.school","no","no","no","cellular","apr","thu","success",447,1,2,1,-1.8,93.075,-47.1,1.365,5099.1,1,0.598310941268249
"30175",48,"entrepreneur","married","university.degree","no","yes","no","cellular","apr","thu","nonexistent",871,1,999,0,-1.8,93.075,-47.1,1.365,5099.1,1,1.164378053545
"30176",53,"management","divorced","university.degree","no","yes","no","cellular","apr","thu","success",297,1,2,1,-1.8,93.075,-47.1,1.365,5099.1,1,0.06132475555982
"30178",46,"admin.","married","high.school","no","yes","no","cellular","apr","thu","nonexistent",231,1,999,0,-1.8,93.075,-47.1,1.365,5099.1,1,-1.86093248670362
"30181",41,"management","married","basic.6y","no","no","no","cellular","apr","thu","nonexistent",281,1,999,0,-1.8,93.075,-47.1,1.365,5099.1,1,-1.66899475832891
"30182",31,"admin.","single","high.school","no","yes","no","cellular","apr","thu","nonexistent",119,1,999,0,-1.8,93.075,-47.1,1.365,5099.1,0,-2.35428969087555
"30184",40,"technician","divorced","university.degree","no","yes","no","cellular","apr","thu","nonexistent",335,1,999,0,-1.8,93.075,-47.1,1.365,5099.1,1,-1.15100048105167
"30186",40,"admin.","married","university.degree","no","no","no","cellular","apr","thu","nonexistent",815,1,999,0,-1.8,93.075,-47.1,1.365,5099.1,1,1.00594324212174
"30191",30,"management","married","university.degree","no","yes","no","cellular","apr","thu","success",271,1,2,1,-1.8,93.075,-47.1,1.365,5099.1,1,-0.117652329813481
"30194",30,"admin.","single","university.degree","no","no","no","cellular","apr","thu","nonexistent",222,1,999,0,-1.8,93.075,-47.1,1.365,5099.1,0,-1.72114600257565
"30197",54,"housemaid","married","high.school","no","yes","no","cellular","apr","thu","nonexistent",41,1,999,0,-1.8,93.075,-47.1,1.365,5099.1,0,-2.88652320319191
"30198",34,"admin.","married","university.degree","no","yes","yes","cellular","apr","thu","nonexistent",177,2,999,0,-1.8,93.075,-47.1,1.365,5099.1,1,-2.0747148744549
"30199",30,"admin.","single","university.degree","no","no","no","cellular","apr","thu","nonexistent",368,1,999,0,-1.8,93.075,-47.1,1.365,5099.1,1,-1.04065518870458
"30200",53,"technician","married","university.degree","no","no","yes","cellular","apr","thu","nonexistent",126,1,999,0,-1.8,93.075,-47.1,1.365,5099.1,0,-2.19949682866711
"30204",54,"housemaid","married","high.school","no","no","no","cellular","apr","thu","nonexistent",381,1,999,0,-1.8,93.075,-47.1,1.365,5099.1,1,-1.31253579555376
"30205",40,"self-employed","married","university.degree","no","no","no","cellular","apr","thu","nonexistent",187,10,999,0,-1.8,93.075,-47.1,1.365,5099.1,0,-2.42852994196888
"30211",33,"services","married","high.school","no","yes","no","cellular","apr","thu","failure",900,2,999,2,-1.8,93.075,-47.1,1.365,5099.1,1,0.544869168565395
"30212",23,"admin.","single","high.school","no","yes","no","cellular","apr","thu","nonexistent",132,1,999,0,-1.8,93.075,-47.1,1.365,5099.1,0,-2.30675232860229
"30213",32,"admin.","married","university.degree","no","yes","no","cellular","apr","thu","nonexistent",394,1,999,0,-1.8,93.075,-47.1,1.365,5099.1,1,-0.958631025872492
"30217",34,"admin.","married","university.degree","no","no","no","cellular","apr","thu","nonexistent",279,1,999,0,-1.8,93.075,-47.1,1.365,5099.1,0,-1.50208772021533
"30222",35,"management","married","university.degree","no","yes","no","cellular","apr","thu","nonexistent",584,1,999,0,-1.8,93.075,-47.1,1.365,5099.1,0,-0.090995080752279
"30223",35,"management","married","university.degree","no","yes","no","cellular","apr","thu","nonexistent",878,1,999,0,-1.8,93.075,-47.1,1.365,5099.1,0,1.27930833896071
"30224",44,"technician","married","university.degree","no","yes","yes","cellular","apr","thu","nonexistent",504,2,999,0,-1.8,93.075,-47.1,1.365,5099.1,1,-0.484977626711313
"30226",81,"retired","married","professional.course","no","yes","no","cellular","apr","thu","nonexistent",99,2,999,0,-1.8,93.075,-47.1,1.365,5099.1,0,-2.1679881239322
"30229",35,"admin.","single","university.degree","no","yes","yes","cellular","apr","thu","failure",58,1,999,1,-1.8,93.075,-47.1,1.365,5099.1,0,-3.03946615317297
"30235",51,"technician","married","professional.course","no","yes","no","cellular","apr","thu","nonexistent",341,1,999,0,-1.8,93.075,-47.1,1.365,5099.1,1,-1.27707338090202
"30236",51,"technician","married","professional.course","no","yes","yes","cellular","apr","thu","success",297,1,2,2,-1.8,93.075,-47.1,1.365,5099.1,1,-0.179275376933091
"30238",55,"admin.","married","unknown","no","yes","no","cellular","apr","thu","nonexistent",110,2,999,0,-1.8,93.075,-47.1,1.365,5099.1,0,-2.36505104178927
"30246",47,"admin.","married","university.degree","no","yes","no","cellular","apr","thu","failure",53,1,999,1,-1.8,93.075,-47.1,1.365,5099.1,0,-3.03172678194746
"30247",33,"services","married","high.school","no","yes","no","cellular","apr","thu","nonexistent",524,2,999,0,-1.8,93.075,-47.1,1.365,5099.1,0,-0.626538370438098
"30248",39,"technician","married","professional.course","no","no","no","cellular","apr","thu","success",225,1,2,1,-1.8,93.075,-47.1,1.365,5099.1,1,-0.407673848084883
"30249",34,"technician","married","professional.course","no","yes","no","cellular","apr","thu","nonexistent",258,2,999,0,-1.8,93.075,-47.1,1.365,5099.1,0,-1.73499874116528
"30259",56,"entrepreneur","married","university.degree","no","yes","no","cellular","apr","thu","nonexistent",207,1,999,0,-1.8,93.075,-47.1,1.365,5099.1,0,-1.91740259523557
"30260",56,"entrepreneur","married","university.degree","no","no","no","cellular","apr","thu","failure",284,1,999,1,-1.8,93.075,-47.1,1.365,5099.1,0,-2.077437842192
"30266",56,"entrepreneur","married","university.degree","no","no","no","cellular","apr","thu","success",196,1,2,1,-1.8,93.075,-47.1,1.365,5099.1,0,-0.539027555643756
